Date,Tweet,Likes,Retweets
2021-04-09,First @Neuralink product will enable someone with paralysis to use a smartphone with their mind faster than someone using thumbs,165745,18303
2021-04-09,Monkey plays Pong with his mind https://t.co/35NIFm4C7T,126063,14098
2021-04-08,Thanks Tesla suppliers for providing us with critical parts!,176064,5476
2021-04-07,"To be clear, I do support vaccines in general &amp; covid vaccines specifically. The science is unequivocal. 

In very rare cases, there is an allergic reaction, but this is easily addressed with an EpiPen.",184458,13465
2021-04-06,“Tanks for the memery!” – Panzer of the Lake,124805,4446
2021-04-05,"The Earth is not flat, it’s a hollow globe &amp; Donkey King lives there!",267649,19802
2021-04-05,"Godzilla vs Kong is so amaze much wow!
Most insane movie I’ve ever seen!
Love letter to conspiracy theorists!
And yet heartwarming in the end.",202333,12576
2021-04-04,Austin++,131117,5580
2021-04-04,No it doesn’t hurt at all 🩸 https://t.co/NnL6o1si0V,412713,36275
2021-04-03,"Me in my sick new car
(left him the money) https://t.co/EGaY1FVfHm",237777,10777
2021-04-01,SpaceX is going to put a literal Dogecoin on the literal moon,512660,49016
2021-04-01,Nicheman — his superpower is appealing to small audiences,80934,3668
2021-03-31,"Over 10,000 people are needed for Giga Texas just through 2022!
- 5 mins from airport
-15 mins from downtown
- Right on Colorado river https://t.co/w454iXedxB",96972,10890
2021-03-30,Probably most “in space” you could possibly feel by being in a glass dome https://t.co/SOAIzxVGgX,74969,4774
2021-03-30,Am donating $20M to Cameron County schools &amp; $10M to City of Brownsville for downtown revitalization. Details to follow next week.,329045,21922
2021-03-30,"Please consider moving to Starbase or greater Brownsville/South Padre area in Texas &amp; encourage friends to do so! 

SpaceX’s hiring needs for engineers, technicians, builders &amp; essential support personnel of all kinds are growing rapidly.",164790,15800
2021-03-28,Possible Starship flight tomorrow afternoon,315082,16071
2021-03-28,Wholesome memes https://t.co/u5TkHJua8Q,437769,33460
2021-03-27,Check out our new crane https://t.co/PE4vL6uKcb,547783,44252
2021-03-25,"If there’s ever a scandal about me, *please* call it Elongate",746993,55727
2021-03-25,Don’t defy DeFi,164555,15483
2021-03-25,Mars rover looking back https://t.co/oaFOCezRuU,257814,15220
2021-03-24,You can now buy a Tesla with Bitcoin,840397,104186
2021-03-23,Strongest argument against aliens https://t.co/eF2FFZpJQE,430932,40050
2021-03-20,Music in zero gravity https://t.co/bepfMipjrE,365069,24134
2021-03-19,https://t.co/Ngk8SJvDUW,319924,20970
2021-03-18,First Super Heavy Booster https://t.co/0K5QPsEbbt,211577,12882
2021-03-18,The simulation really struggled to make this look real haha https://t.co/t8zvFTRUHU,280261,12765
2021-03-18,"Aspirationally acerbic alliteration 
-&gt; Bullshit baffles brains",85614,4357
2021-03-17,SN11 almost ready to fly https://t.co/fXmjJZOiKk,61618,4036
2021-03-15,I’m selling this song about NFTs as an NFT https://t.co/B4EZLlesPx,231956,28324
2021-03-14,I love music. It makes my heart sing.,527576,51689
2021-03-14,"This is good
 https://t.co/8KATmh2BJx",42113,2591
2021-03-14,"Play your favorite song in a Tesla &amp; turn the volume to 11

You will see. You will feel.",158342,7234
2021-03-14,A puckish rogue https://t.co/98q8bCT68q,37413,2441
2021-03-14,Falcon flies for the 9th time tonight,104449,4346
2021-03-14,I’m getting a Shiba Inu #resistanceisfutile,235214,19557
2021-03-14,"Homo sapiens techno: 
Loves raves &amp; technology",93413,7141
2021-03-13,"Why are you so dogematic, they ask",229000,17431
2021-03-13,Doge day afternoon,163795,17077
2021-03-13,Woketopia. Battle for the Moral High Ground in this new game!,101776,10093
2021-03-13,🎶 This Magic Moment 🎶,216187,11732
2021-03-12,"BTC (Bitcoin) is an anagram of
TBC(The Boring Company)
What a coincidence!",228512,15996
2021-03-08,"Starbase, Texas https://t.co/mt4IpqqmjF",427121,13569
2021-03-08,Carnot efficiency of the Universe?,117144,4640
2021-03-06,"Due to high levels of demand for FSD Beta, adding “Download Beta” button to Service section of car display in ~10 days https://t.co/D6M3ZiMarG",58167,3574
2021-03-06,Doge spelled backwards is Egod,382209,34983
2021-03-06,"If you want the Tesla Full Self-Driving Beta downloaded to your car, let us know. Doubling beta program size now with 8.2 &amp; probably 10X size with 8.3. Still be careful, but it’s getting mature.",118329,6128
2021-03-05,🙄,249727,15369
2021-03-05,"SN10 is in Valhalla now
https://t.co/dHy4tDVGnI",73093,5212
2021-03-05,Cybervikings of Mars,186417,9368
2021-03-04,Starship SN10 landed in one piece! https://t.co/lO4AF47MaN,161623,16380
2021-03-03,5 mins to Starship test flight attempt,183810,8548
2021-03-03,Starship launch tomorrow. Window opens at 9am.,226276,13089
2021-03-02,"Creating the city of Starbase, Texas",203856,12257
2021-03-02,Horses are even self-driving! https://t.co/qPJrCFGs8J,135730,12054
2021-03-02,Scammers &amp; crypto should get a room,183705,14912
2021-03-01,Green eggs &amp; SPAC,121415,5787
2021-03-01,Doge meme shield (legendary item) https://t.co/CeomU9q84c,266322,24553
2021-03-01,New drug coming out called Regretamine. Pop one &amp; all regrets are gone.,271907,22466
2021-03-01,Always wondered where exactly your gaming character keeps all the stuff https://t.co/nNk2MeFGjf,183887,14336
2021-02-26,Do androids dream of electric cars?,237162,11570
2021-02-25,🙏 https://t.co/BBwnTndvoi,247642,17395
2021-02-25,I admit to judging books by their cover,353036,28640
2021-02-25,Starship to the moon https://t.co/tVMJbBk3BU,366020,23365
2021-02-25,"Out on launch pad, engine swap underway https://t.co/QNXGtL90WN",171120,9229
2021-02-25,You might see much higher download speeds on Starlink at times. Testing system upgrades.,194198,8662
2021-02-24,Literally https://t.co/XBAUqiVsPH,538636,62999
2021-02-23,Excession,191953,9766
2021-02-21,Hypernominalization,163865,9452
2021-02-21,Dojo 4 Doge,304857,29959
2021-02-20,Cryptocurrency explained https://t.co/kUXaXx8a1R,143821,21803
2021-02-20,Heard a rumor some crypto coin was pegging the dollar 🤣🤣,255198,18891
2021-02-19,I just want to start a flame in your heart,416433,40722
2021-02-19,Just for a day,264463,17237
2021-02-17,.@ERCOT_ISO is not earning that R,132117,7916
2021-02-15,https://t.co/w11m1IAG0z,781544,71250
2021-02-14,"If major Dogecoin holders sell most of their coins, it will get my full support. Too much concentration is the only real issue imo.",308117,31659
2021-02-13,.@KremlinRussia_E would you like join me for a conversation on Clubhouse?,179551,11026
2021-02-13,Lil meme juice for the weekend https://t.co/e9rVtk4SEe,268341,18698
2021-02-11,Happy New Year of the Ox! https://t.co/9WFKMYu2oj,406244,28640
2021-02-11,"Frodo was the underdoge,
All thought he would fail,
Himself most of all. https://t.co/zGxJFDzzrM",232313,27829
2021-02-10,Just agree to do Clubhouse with @kanyewest,304981,20649
2021-02-10,"Bought some Dogecoin for lil X, so he can be a toddler hodler",512427,53730
2021-02-10,This is true power haha https://t.co/Fc9uhQSd7O,181826,10465
2021-02-09,XPrize team will manage the $100M carbon capture prize https://t.co/fSw5IanL0r,102768,11819
2021-02-08,Back to work I go …,447094,23292
2021-02-08,"Ð is for Ðogecoin! Instructional video.
https://t.co/UEEocOfcTb",242585,47305
2021-02-08,The people have spoken … https://t.co/x41oVMzTGo,209238,30842
2021-02-07,🎶 Who let the Doge out 🎶,735008,103948
2021-02-07,Hodl the rainforests!!,254871,21929
2021-02-07,So … it’s finally come to this … https://t.co/Gf0Rg2QOaF,744593,87409
2021-02-06,Time to tell the story of Tesla &amp; SpaceX,383653,21524
2021-02-06,The Second Last Kingdom https://t.co/Je4EI88HmV,463155,16329
2021-02-06,"YOLT

https://t.co/cnOf9yjpF1",76781,4036
2021-02-06,The great thing about restaurants is that you get to hang out with strangers! - SJM,163333,8992
2021-02-06,The future currency of Earth,244649,55770
2021-02-06,Much wow!,343800,24871
2021-02-04,"I am become meme,
Destroyer of shorts",577927,51063
2021-02-04,Sandstorm is a masterpiece,306958,21889
2021-02-04,"Next time, we try pull *up* method https://t.co/J1M7WHLRDR",219508,15469
2021-02-04,Dogecoin is the people’s crypto,518134,94422
2021-02-04,ur welcome https://t.co/e2KF57KLxb,935046,134523
2021-02-04,https://t.co/vviUzWhodT,402864,35771
2021-02-04,This was a tough one https://t.co/beY7peFpCj,89745,4690
2021-02-02,Off Twitter for a while,496066,21623
2021-02-01,Giga Berlin progress https://t.co/ekpG5qcbUi,217229,12597
2021-01-31,"Please consider working at Neuralink!

Short-term: solve brain/spine injuries
Long-term: human/AI symbiosis 

Latter will be species-level important 

Work at either at our Bay Area or Austin locations https://t.co/LPzDrWO8h3",128644,9645
2021-01-31,On Clubhouse tonight at 10pm LA time,201232,12135
2021-01-30,What a beautiful day in LA https://t.co/EsCJTbzO9D,316056,10814
2021-01-29,Starship SN9 &amp; SN10 https://t.co/urtPJn7amo,483065,33943
2021-01-29,"In retrospect, it was inevitable",561843,51730
2021-01-28,"With Cyberpunk, even the hotfixes literally have hotfixes, but … great game",317487,13629
2021-01-28,https://t.co/a6kmk0PEgM,422147,64898
2021-01-28,"Here come the shorty apologists
Give them no respect
Get Shorty",568581,59889
2021-01-28,"u can’t sell houses u don’t own
u can’t sell cars u don’t own
but 
u *can* sell stock u don’t own!?
this is bs – shorting is a scam
legal only for vestigial reasons",691260,126390
2021-01-28,Plaid Model S ships next month https://t.co/HFUPTnQiPB,448353,31475
2021-01-28,Even Discord has gone corpo …,530853,37760
2021-01-26,"Gamestonk!! 
https://t.co/RZtkDzAewJ",232108,32416
2021-01-26,https://t.co/gpcvjIBTLM,63125,4968
2021-01-26,I kinda love Etsy,302090,16001
2021-01-24,Under Vegas in @boringcompany tunnel yesterday with my boys https://t.co/tLfOuiEdFm,194503,8551
2021-01-22,Launching many small satellites for a wide range of customers tomorrow. Excited about offering low-cost access to orbit for small companies! https://t.co/NrXmBML747,71807,4928
2021-01-21,Am donating $100M towards a prize for best carbon capture technology,561822,51952
2021-01-18,Battery cell production is the fundamental rate-limiter slowing down a sustainable energy future. Very important problem. https://t.co/MYOUSAC2AK,133618,10135
2021-01-15,"Monty Python is amazing
https://t.co/UJq94IWT88",96706,6443
2021-01-13,https://t.co/ho7yGXAS3a,357918,29874
2021-01-13,"Today at SpaceX is about practicing Starship engine starts. Ship is held down by massive pins while engines are fired. Two starts completed, about to try a third.",153500,6267
2021-01-13,Legalize comedy,829651,78614
2021-01-12,"Hey you …
Yeah you Queen …
You’re gonna make it! 💕💕 https://t.co/LrqdIrbIyd",574035,106874
2021-01-12,https://t.co/TKkruvgBth https://t.co/ocy2gFRYvN,182214,10844
2021-01-12,Mus protec 👶 yoda https://t.co/1dvhG0nTkU,476694,37458
2021-01-09,"My 14-year-old son, Saxon, said he feels like 2021 will be a good year. I agree. Let us all make it so.",866506,59438
2021-01-08,Launch underway https://t.co/wbk7ZZ0Fqx,84943,5139
2021-01-08,"Btw, critical feedback is always super appreciated, as well as ways to donate money that really make a difference (way harder than it seems)",228456,9829
2021-01-07,https://t.co/2ja38Z8MRE,294924,21741
2021-01-07,Use Signal,338260,40974
2021-01-07,The most entertaining outcome is the most likely,147623,10079
2021-01-07,This is called the domino effect https://t.co/qpbEW54RvM,345295,34386
2021-01-04,Snow falling on Giga Berlin https://t.co/eTXMtYp8hG,140323,6368
2021-01-02,"So proud of the Tesla team for achieving this major milestone! At the start of Tesla, I thought we had (optimistically) a 10% chance of surviving at all. https://t.co/xCqTL5TGlE",104152,5806
2020-12-31,"Great interview with Mathias Döpfner
https://t.co/ewnaHc4cH0",48226,2917
2020-12-30,Snake-head dog had my undivided attention until winder-head ostrich came gliding through all nonchalant https://t.co/dtPMdM3TQp,93919,3989
2020-12-30,"Destiny, destiny
No escaping 
that for me",144662,10355
2020-12-29,All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option for free. Delivery &amp; docs must be fully complete by midnight Dec 31st.,68320,3210
2020-12-29,The Last Kingdom show is great,127667,5217
2020-12-29,Not everything is made of cake https://t.co/oMaCmYQAwx,171038,11021
2020-12-29,Such a weird game when you think about it https://t.co/5MrvVzmeKG,328030,30005
2020-12-29,This is not CGI https://t.co/VOivE97vPR,59723,9800
2020-12-27,Try playing Polytopia in your Tesla! Great game. Multiplayer online version coming soon.,136273,3658
2020-12-25,"Change your horn sound to 🐐, 🐍🎷, 💨 or holiday jingles with latest Tesla software update!",173745,6231
2020-12-25,Merry Christmas &amp; happy holidays! 🎁 https://t.co/uk6NSPwR9R,218967,11759
2020-12-24,12 story rocket turns off its engines &amp; does a controlled fall https://t.co/HCRgyx42rn,95767,7887
2020-12-24,"To Tesla owners taking delivery in the final days of year, your support is super appreciated!!",138931,3121
2020-12-21,Thanks to everyone who worked so hard to make Tesla successful. My heart goes out to you.,320547,10001
2020-12-20,♥️ i love all u crazy ppl out there ♥️,306387,14076
2020-12-20,"Come for the comments, 
stay for the memes💄",115577,4369
2020-12-20,One word: Doge,209329,24196
2020-12-20,Bitcoin is almost as bs as fiat money,129528,9142
2020-12-20,https://t.co/EbOjGshvrq,368996,39702
2020-12-20,“Lord” Edge,33764,870
2020-12-20,Bitcoin is my safe word,222673,18182
2020-12-17,"Star Light, Star Bright https://t.co/6CeTAZSXCO",208873,26550
2020-12-14,Ascent to the Heavens https://t.co/oGgsw88YRZ,283140,15489
2020-12-14,Hehe https://t.co/SkLMiL3OxT,328945,23060
2020-12-14,https://t.co/sdmXKbHdzd,71675,3047
2020-12-14,https://t.co/qbNT1dUsED,242815,19303
2020-12-10,"Life, the Universe and Everything https://t.co/1ZCzInfc4u",194833,10953
2020-12-09,"Mars, here we come!!",629093,49060
2020-12-09,"Successful ascent, switchover to header tanks &amp; precise flap control to landing point! https://t.co/IIraiESg5M",105807,9768
2020-12-08,"“So long, and thanks for the orifice!”
- Alien message decrypted",170680,10713
2020-12-07,Out on the pad in South Texas https://t.co/RcYOXXpTc2,133185,7058
2020-12-07,100,135816,4074
2020-12-06,"Im Gespräch mit Mathias Döpfner 

https://t.co/bqa5pIAOnk",12977,449
2020-12-03,Watch Demolition Man,89851,3725
2020-12-03,Prometheus Unbound,54441,1548
2020-12-02,"Science is discovering the essential truths about what exists in the Universe, engineering is about creating things that never existed
https://t.co/aIEUtHoPxM",69236,5799
2020-11-26,Happy Thanksgiving!,228549,7783
2020-11-25,.@TheBabylonBee is savage 🤣🤣,87068,4011
2020-11-25,"This is a life leader launch, so more risk than normal https://t.co/EtFP9IELrf",29811,1390
2020-11-24,"Good Starship SN8 static fire! Aiming for first 15km / ~50k ft altitude flight next week. Goals are to test 3 engine ascent, body flaps, transition from main to header tanks &amp; landing flip.",50696,2846
2020-11-22,"Tomorrow will be the 7th flight of this rocket, landing on droneship Of Course I Still Love You",113289,3165
2020-11-21,Landing at Vandenberg AFB in California https://t.co/46J2GcCjP0,64490,3690
2020-11-21,"Well, almost anything https://t.co/FFPVDsqruC",20154,517
2020-11-21,Quite the day ahead https://t.co/apZNgmo0k7,30656,1235
2020-11-18,Tesla holiday software release is 🔥🔥,102140,2395
2020-11-18,Cobra Kai is a deep cut,78291,2956
2020-11-17,Deus ex machine learning https://t.co/5ZSYalVczx,175587,13170
2020-11-17,Nullius in Verba @royalsociety,20025,696
2020-11-16,♥️,234598,9012
2020-11-16,Launch in 5 minutes,167560,3851
2020-11-15,"Thrusters are integrated with spacecraft, enabling abort capability all the way to abort for increased safety https://t.co/KrOHKOr6AE",40909,2158
2020-11-15,Astronaut launch today! https://t.co/3FAzZGss8c,49519,2803
2020-11-15,Worth reading this thread if you’re curious about rona testing https://t.co/FA6kD61eBA,23534,1891
2020-11-14,"Laws of thermodynamics:
1. You can’t win
2. You can’t break even
3. You can’t stop playing",114215,8141
2020-11-14,Shakes fist at entropy,75818,3195
2020-11-13,Case closed https://t.co/pUYiJcAdD6,274418,27610
2020-11-13,Soon https://t.co/mWOpR7W8kk,177410,10766
